,ssc_id,psmsl,name,country,geo:lat,geo:lon,dcterms:modified,ioc,ptwc,gloss,uhslc,sonel_gps,sonel_tg
618,SSC-dton,,DART_Tonga,US,-22.993,-168.098,2015-10-22T17:02:29+00:00,dton,dton,,,,
619,SSC-dtru,,DART_Truk,US,4.032,145.596,2015-10-22T17:02:29+00:00,dtru,dtru,,,,
620,SSC-dubl,"['417', '49']","Dublat, Saugor Island",IN,21.633333,88.133333,2015-10-22T17:02:29+00:00,,,,,,
621,SSC-dubla,432,Dublin,IE,53.35,-6.216667,2015-10-22T17:02:29+00:00,,,,,2577,2578
622,SSC-dublm,1966,Dublakhal,BD,21.85,89.533333,2015-10-22T17:02:29+00:00,,,,,,
623,SSC-dubo,,Lac Du Bonnet,CA,50.25880051,-95.86620331,2015-10-22T17:02:29+00:00,,,,,666,
624,SSC-dubr,760,Dubrovnik,HR,42.6583,18.0633,2015-10-22T17:02:29+00:00,,,,,"['2994', '667']",2298
625,SSC-dukt,,Dukegat,DE,53.43362368,6.92620582,2015-10-22T17:02:29+00:00,,,,,"['2521', '2523']",2522
626,SSC-dumo,2231,Dumont d'Urville,AQ,-66.651944,140.001667,2015-10-22T17:02:29+00:00,dumo,,131,189,895,1756
627,SSC-duna,640,Dunai (Dunai Ostrov),RU,73.933333,124.5,2015-10-22T17:02:29+00:00,,,,,,
628,SSC-dunb,190,Dunbar,GB,56.0,-2.516667,2015-10-22T17:02:29+00:00,,,,,,
629,SSC-dund,117,Dundee,GB,56.45,-2.966667,2015-10-22T17:02:29+00:00,,,,,,
630,SSC-duni,,DART_Dutch_Hbr,US,51.069,-164.011,2015-10-22T17:02:29+00:00,duni,duni,,,,
631,SSC-dunk,468,Dunkerque,FR,51.04809,2.366698,2015-10-22T17:02:29+00:00,"['dunk', 'dunk2']",dunk,,,"['3185', '3186', '3415']",1758
632,SSC-duqm,,Duqm,OM,19.66,57.72,2015-10-22T17:02:29+00:00,duqm,duqm,,,,
633,SSC-durb,284,Durban,ZA,-29.88333,31.03333,2015-10-22T17:02:29+00:00,durb,durb,13,181,"['3506', '3527']",2798
634,SSC-dutc,"['390', '757']",Unalaska,US,53.88,-166.537,2023-02-23T08:06:10+00:00,"['dutc', 'dutc2']",dutc,102,41,1879,"['2375', '2750']"
635,SSC-dval,,DART DART NW of Valparaiso,CHL,-32.0818,-73.4286,2023-02-28T14:55:29+00:00,dval,,,,,
636,SSC-dwat,,Frontlight Dwarsgat,DE,53.718627,8.307626,2015-10-22T17:02:29+00:00,,,,,2514,2513
637,SSC-dzao,1642,Dzaoudzi ,FR,-12.783333,45.2583,2015-10-22T17:02:29+00:00,"['dzao', 'dzao2']",dzao,96,155,3428,1903
638,SSC-dzir,354,"Dzirnupe (Milgravis, Muhlgraben)",LV,57.016667,24.116667,2015-10-22T17:02:29+00:00,,,,,,
639,SSC-ealo,1192,East London,ZA,-33.017,27.917,2021-12-10T14:26:31+00:00,,,,187,"['3126', '3507']",3125
640,SSC-east,"['1272', '1462', '884']",Easter Island,CL,-27.153,-109.448,2015-10-22T17:02:29+00:00,"['east', 'east2']",east,137,22,"['669', '703']","['1975', '2769']"
641,SSC-ebla,,East Bank,US,30.05,-90.368,2015-10-22T17:02:29+00:00,"['ebla', 'ebla2']",ebla,,,,
642,SSC-eden,"['833', '853']",Eden,AU,-37.07366,149.907739,2015-10-22T17:02:29+00:00,,,,,,
643,SSC-edit,516,Edithburg,AU,-35.083333,137.75,2015-10-22T17:02:29+00:00,,,,,,
644,SSC-eila,440,Eugene Island,US,29.37,-91.39,2015-10-22T17:02:29+00:00,eila,eila,,,,
645,SSC-elak,,Elfin Cove,US,58.1933,-136.3433,2015-10-22T17:02:29+00:00,"['elak', 'elak2']",elak,,,,
646,SSC-elat,"['1022', '2148', '2149']",Elat,IL,29.501808,34.917743,2015-10-22T17:02:29+00:00,elat,,,,,
647,SSC-ellb,127,Elliot,US,47.602,-122.335,2015-10-22T17:02:29+00:00,ellb,ellb,,,"['3525', '3526', '837']",2363
648,SSC-elli,1339,Elliston,AU,-33.633333,134.866667,2015-10-22T17:02:29+00:00,,,,,,
649,SSC-elpo,,El Porvenir,PA,9.5583,-78.9492,2015-10-22T17:02:29+00:00,elpo,elpo,,739,,
650,SSC-emam,1868,Emam Hassan,IR,29.833333,50.25,2015-10-22T17:02:29+00:00,,,,,,
651,SSC-emde,624,Emden,DE,53.383333,7.216667,2015-10-22T17:02:29+00:00,,,,,2527,2526
652,SSC-enew,"['1384', '665']",Enewetok,MH,11.43333,162.38333,2015-10-22T17:02:29+00:00,,,,6,,
653,SSC-engg,,Enggano,ID,-5.3461,102.2781,2015-10-22T17:02:29+00:00,engg,engg,,,2939,2938
654,SSC-ense,795,Ensenada,MX,31.85,-116.63333,2015-10-22T17:02:29+00:00,ense,ense,,317,"['2292', '2294']",2293
655,SSC-epme,332,East Port,US,44.9033,-66.985,2015-10-22T17:02:29+00:00,"['epme', 'epme2']",epme,,740,670,2354
656,SSC-eptx,,Eagle Point,US,29.48,-94.9183,2015-10-22T17:02:29+00:00,,eptx,,,,
657,SSC-erdek,1598,Erdek,TR,40.383333,27.85,2016-08-16T13:35:03+00:00,erdek,,,,2023,2151
658,SSC-erdem,2009,Erdemli,TR,36.566667,34.25,2016-08-16T13:35:27+00:00,erdem,,,,2652,2651
659,SSC-ereg,582,Ereglisi,TR,41.283333,31.416667,2015-10-22T17:02:29+00:00,,,,,,
660,SSC-esas,1605,Esashi,JP,41.866667,140.133333,2015-10-22T17:02:29+00:00,,,,,,
661,SSC-esbj,80,Esbjerg,DK,55.460833,8.441111,2015-10-22T17:02:29+00:00,,,,,"['2062', '3003']",2241
662,SSC-esme,1498,Esmeraldas,EC,0.992,-79.647,2021-12-10T14:22:44+00:00,,,,98,2048,2147
663,SSC-espe,"['1114', '1127']",Esperance,AU,-33.8709,121.8954,2015-10-22T17:02:29+00:00,espe,espe,54,176,2059,2109
664,SSC-espr,"['1889', '988']",Bahia Esperanza,AR,-63.33,-56.9166,2015-10-22T17:02:29+00:00,espr,espr,185,601,3589,2860
665,SSC-estr,,Puerto Estrella,CO,12.355278,-71.313611,2015-10-22T17:02:29+00:00,estr,estr,,,,
666,SSC-eucl,"['1133', '1134']",Eucla,AU,-31.716667,128.866667,2015-10-22T17:02:29+00:00,,,,,,
667,SSC-euro,,Europlatform,NL,51.9976988652,3.27468700289,2022-01-16T19:30:55+00:00,euro,,,,,
668,SSC-evan,1229,Evans Head,AU,-29.116667,153.433333,2015-10-22T17:02:29+00:00,,,,,,
669,SSC-even,531,Evenskjaer,NO,68.583333,16.55,2015-10-22T17:02:29+00:00,,,,,,
670,SSC-exmo,1762,Exmouth,AU,-21.954861,114.140889,2015-10-22T17:02:29+00:00,,,,,3234,3233
671,SSC-exmt,,Exmouth Marina,GB,50.6173833,-3.4235833,2022-01-16T19:32:05+00:00,exmt,,,,,
672,SSC-exum,1824,Exuma,BS,23.78333,-76.1,2015-10-22T17:02:29+00:00,,,12,256,,2797
673,SSC-fair,,Gilmore Creek Observatory,US,64.97799683,-147.49899292,2015-10-22T17:02:29+00:00,,,,,671,
674,SSC-faja,2211,Fajardo,PR,18.3336,-65.6311,2015-10-22T17:02:29+00:00,faja,faja,,783,,
675,SSC-falk,,Falkenberg,SE,56.891944,12.489444,2022-01-16T19:32:30+00:00,falk,,,,,
676,SSC-fama,"['2023', '2145', '436']",Famagusta,CY,35.116667,33.95,2015-10-22T17:02:29+00:00,,,,,,
677,SSC-fann,"['1361', '1741', '1990']",Fanning Island,KI,3.9,-159.38333,2015-10-22T17:02:29+00:00,,,,12,,
678,SSC-faoi,1989,Fao,IQ,29.966667,48.5,2015-10-22T17:23:33+00:00,,,,,,
679,SSC-faro,1483,Farobara,PT,36.983333,-7.866667,2015-10-22T17:02:29+00:00,,,,,,
680,SSC-fbfl,112,Fernandina Beach,US,30.672,-81.465,2015-10-22T17:02:29+00:00,"['fbfl', 'fbfl2']",fbfl,,240,,
681,SSC-feca,482,Fecamp,FR,49.766667,0.35,2015-10-22T17:02:29+00:00,,,,,,
682,SSC-fedo,601,Fedorova (Cheluskin Mys),RU,77.716667,104.3,2015-10-22T17:02:29+00:00,,,,,,
683,SSC-ferg,"['1492', '584', '637', '963']",Cape Ferguson,AU,-19.2773,147.0584,2015-10-22T17:02:29+00:00,ferg,ferg,60,"['334', '343']",858,"['2321', '2585']"
684,SSC-ferl,"['2052', '2053']",Ferrol,ES,43.46,-8.33,2015-10-22T17:23:36+00:00,"['fer1', 'fer2']",fer1,,,,
685,SSC-fern,"['1566', '1625', '1829', '1973']",Fernando de Noronha,BR,-3.83333,-32.4,2015-10-22T17:02:29+00:00,,,198,203,,2865
686,SSC-feth,,Fethiye,TR,36.6207,29.0922,2016-05-01T21:12:10+00:00,feth,feth,,,,
687,SSC-figu,2232,La Figueirette,FR,43.483532,6.933767,2015-10-22T17:02:29+00:00,"['figu', 'figu2']",figu,,,"['3194', '3541']",3165
688,SSC-fish,"['1731', '939']",Fishguard,GB,52.01,-4.98,2015-10-22T17:02:29+00:00,fish,,,,,
689,SSC-flee,1486,Fleetwood,GB,53.933333,-3.0,2015-10-22T17:02:29+00:00,,,,,,
690,SSC-flin,,Flin Flon,CA,54.7256012,-101.97799683,2015-10-22T17:02:29+00:00,,,,,672,
691,SSC-flma,,Borden Flats Light (Fall River),US,41.7,-71.2,2015-10-22T17:02:29+00:00,flma,"['fama', 'flma']",,,,
692,SSC-flnt,,Flinten,SE,55.589444,12.844444,2022-01-16T19:35:52+00:00,"['fli16', 'fli7']",,,,,
693,SSC-fmfl,1106,Fort Myers,US,26.65,-81.87,2015-10-22T17:02:29+00:00,"['fmfl', 'fmfl2']",fmfl,,,3521,3520
694,SSC-fogl,249,Foglo / Degerby,AX,60.031883,20.384817,2015-10-22T17:02:29+00:00,,,,,2589,2588
695,SSC-fong,"['1452', '1839']",Fongafale,TV,-8.5033,179.1949,2022-09-13T04:34:37+00:00,fong,fong,121,25,865,2167
696,SSC-forc,389,Forcados,NG,5.35,5.35,2015-10-22T17:02:29+00:00,,,,,,
697,SSC-form,2060,Formentera,ES,38.73466,1.41903,2015-10-22T17:02:29+00:00,form,form,,,,
698,SSC-fors,2103,Forsmark,SE,60.408611,18.210833,2015-10-22T17:02:29+00:00,fors,,,,,
699,SSC-fort,559,Fortaleza,BR,-3.716666667,-38.4667,2015-10-22T17:02:29+00:00,fort,fort,336,283,"['1921', '3455', '673']",2300
700,SSC-fortd,,Fort Dauphin ,MG,-25.01666,47.0,2015-10-22T17:02:29+00:00,,,271,,,2886
701,SSC-fortz,444,Fort Phrachula Chomklao (Pom Phrachun),TH,13.55,100.583333,2015-10-22T17:02:29+00:00,,,,,2632,2631
702,SSC-fosm,"['2234', '969']",Fos-sur-Mer,FR,43.4049,4.89293,2015-10-22T17:02:29+00:00,"['fosm', 'fosm2']",,,,3540,3163
703,SSC-fowl,1502,Fowlers Bay,AU,-32.0,132.433333,2015-10-22T17:02:29+00:00,,,,,,
704,SSC-fpga,395,Fort Pulaski,US,32.033,-80.902,2015-10-22T17:02:29+00:00,"['fpga', 'fpga2']",fpga,289,752,2721,2720
705,SSC-fpnt,10,San Francisco,US,37.807,-122.465,2015-10-22T17:02:29+00:00,"['fpnt', 'fpnt2']",fpnt,158,551,"['1886', '3024', '3028', '3094', '3095']",2378
706,SSC-fptx,725,Free Port,US,28.95,-95.31,2015-10-22T17:02:29+00:00,fptx,fptx,,,,
707,SSC-fran,402,Franklin Harbor,AU,-33.683333,136.933333,2015-10-22T17:02:29+00:00,,,,,,
708,SSC-fray,794,Fray Bentos,UY,-33.116667,-58.316667,2015-10-22T17:02:29+00:00,,,,,,
709,SSC-fred,81,Fredericia,DK,55.560833,9.754444,2015-10-22T17:02:29+00:00,,,,,,
710,SSC-fredg,91,Frederikshavn,DK,57.436389,10.548889,2015-10-22T17:02:29+00:00,,,,,,
711,SSC-frem,"['111', '114']",Fremantle,AU,-32.05,115.73333,2015-10-22T17:02:29+00:00,,,53,175,812,2315
712,SSC-fren,"['1372', '2192']","Tern, French Frigate Shoals",US,23.867,-166.283,2015-10-22T17:02:29+00:00,fren,fren,107,14,,2840
713,SSC-frih,384,Friday Harbor,US,48.5467,-123.01,2015-10-22T17:02:29+00:00,frih,frih,,,2689,2688
714,SSC-frob,1139,Frobisher Bay,CA,63.75,-68.533333,2015-10-22T17:02:29+00:00,,,,,,
715,SSC-frot,,Mausundvaer,NO,63.8666,8.6666,2015-10-22T17:02:29+00:00,,,,,2949,2948
716,SSC-frtr,,Frontera,MX,18.15,-94.27,2015-10-22T17:02:29+00:00,frtr,frtr,,,,
717,SSC-ftfr,"['1582', '1942']",Fort-de-France,FR,14.601667,-61.063333,2015-10-22T17:02:29+00:00,"['ftfr', 'ftfr2']",ftfr,338,,"['2503', '3220']",1764
718,SSC-fuev,2048,Fuerteventura,ES,28.49251,-13.85822,2015-10-22T17:16:10+00:00,"['fue2', 'fuer2']",,,,3135,3134
719,SSC-fuka,"['121', '1317']",Fukaura,JP,40.647222,139.926389,2015-10-22T17:02:29+00:00,fuka,fuka,,,,
720,SSC-fuku,1101,Fukue,JP,32.696111,128.849444,2015-10-22T17:02:29+00:00,,,,,,
721,SSC-fulf,688,Fulford Harbour,CA,48.766667,-123.45,2015-10-22T17:02:29+00:00,,,,,,
722,SSC-funa,,Funafuti,TV,-8.5252,179.1934,2015-10-22T17:02:29+00:00,,funa,,,,
723,SSC-func,"['1030', '2024']",Funchal ,PT,32.64,-16.907,2021-12-10T13:53:55+00:00,,,250,218,1901,"['2102', '2788']"
724,SSC-furu,203,Furuogrund,SE,64.915833,21.230556,2015-10-22T17:02:29+00:00,furu,,,,844,2320
725,SSC-futu,2244,"Leava, Futuna Island",FR,-14.296023,-178.160225,2019-04-24T12:36:14+00:00,futu,futu,353,453,"['3113', '3385']",3112
726,SSC-fyns,1197,Fynshav,DK,54.995,9.986944,2015-10-22T17:02:29+00:00,,,,,3577,3576
727,SSC-gade,1445,Gadeokdo,KR,35.024722,128.810833,2015-10-22T17:02:29+00:00,,,,,,
728,SSC-galw,1083,Galway,IE,53.266667,-9.033333,2015-10-22T17:02:29+00:00,,,,,,
729,SSC-gand,2058,Gandia,ES,38.995556,-0.151667,2015-10-22T17:02:29+00:00,gand,,,,,
730,SSC-gang,1369,Gangra,IN,21.95,88.016667,2015-10-22T17:02:29+00:00,,,,,,
731,SSC-ganm,"['1025', '1481', '1661', '1707']",Gan,MV,-0.6867,73.1517,2015-10-22T17:02:29+00:00,ganm,ganm,27,109,3412,2801
732,SSC-gaom,,Gao,ML,16.25212,359.99399,2015-10-22T17:23:43+00:00,,,,,2569,
733,SSC-gaor,"['1285', '2214']",Garibaldi,US,45.555,-123.9117,2015-10-22T17:02:29+00:00,gaor,gaor,,,3530,"['3528', '3529']"
734,SSC-gara,,Garachico,ES,28.373376,-16.752875,2021-12-23T15:14:50+00:00,gara,,,,,
735,SSC-garc,"['1740', '1982', '2190', '947']",Diego Garcia,GB,-7.2333,72.4333,2015-10-22T17:02:29+00:00,garc,garc,26,104,"['2553', '664']","['2181', '3587']"
736,SSC-gaso,,Gasoren,SE,64.678611,21.249167,2022-01-16T23:18:58+00:00,gaso,,,,,
737,SSC-gata,2137,Gaeta,IT,41.209991666667,13.589736111111,2015-10-22T17:32:38+00:00,GA37,,,,,
738,SSC-gazi,,Gazimagusa,CY,35.12343,33.95015,2021-12-01T22:17:20+00:00,gazi,,,,,
739,SSC-gbit,,Great Barrier Island,NZ,-36.189,175.4889,2015-10-22T17:02:29+00:00,gbit,gbit,,,,
740,SSC-gdan,64,Gdansk/nowy Port,PL,54.4,18.683333,2015-10-22T17:02:29+00:00,,,,,3372,3371
741,SSC-gdyn,364,Gdynia,PL,54.533333,18.55,2015-10-22T17:02:29+00:00,,,,,,
742,SSC-geds,120,Gedser,DK,54.572778,11.925556,2015-10-22T17:02:29+00:00,,,,837,2063,2229
743,SSC-geel,"['1117', '1125']",Geelong,AU,-38.091972,144.39325,2015-10-22T17:02:29+00:00,,,,,,
744,SSC-geib,648,Geiberga (Geiberga Ostrov),RU,77.6,101.516667,2015-10-22T17:02:29+00:00,,,,,,
745,SSC-gene,422,Geneffe,EG,30.166667,32.566667,2015-10-22T17:02:29+00:00,,,,,,
746,SSC-genel,1721,General Dynamics Pier,US,33.016667,-79.916667,2015-10-22T17:02:29+00:00,,,,,,
747,SSC-genv,"['2090', '59']",Genova,IT,44.4101,8.9255,2015-10-22T17:31:04+00:00,GE25,genv,,,678,2250
748,SSC-geoj,2040,Geojedo,KR,34.801389,128.699167,2015-10-22T17:02:29+00:00,,,,,,
749,SSC-geom,1546,Geomundo,KR,34.028333,127.309167,2015-10-22T17:02:29+00:00,,,,,,
750,SSC-geor,"['1422', '1426']",George Town,KY,19.295065,-81.383484,2015-10-22T17:02:29+00:00,"['cagt', 'geor']","['cagt', 'geor']",,,"['1880', '3523']","['2140', '2731']"
751,SSC-geort,"['1120', '1124']",Georgetown,AU,-41.133333,146.85,2015-10-22T17:02:29+00:00,,,,,,
752,SSC-geory,305,Georgetown,GY,6.8,-58.166667,2015-10-22T17:02:29+00:00,,,,,,
753,SSC-gera,"['1031', '1043']",Geraldton,AU,-28.775972,114.601889,2015-10-22T17:02:29+00:00,gpab,,,,,
754,SSC-geti,1703,Geting,MY,6.23333,102.1,2015-10-22T17:02:29+00:00,,,,326,918,2324
755,SSC-giba,563,Gibara,CU,21.11666,-76.13333,2015-10-22T17:02:29+00:00,,,276,244,,2889
756,SSC-gibr,"['2055', '2117', '490', '981']",Gibraltar,GB,36.13,-5.35,2015-10-22T17:02:29+00:00,"['gibr', 'gibr2', 'gibr3']",gibr,248,289,"['2232', '3373']","['2231', '3462', '3463']"
757,SSC-gijo,"['1871', '507']",Gijon,ES,43.55803,-5.69835,2015-10-22T17:16:15+00:00,gij2,,,,,
758,SSC-gila,526,Grand Isle,US,29.2633,-89.9567,2015-10-22T17:02:29+00:00,"['gila', 'gila2']",gila,,765,1881,2376
759,SSC-ging,1203,Gingerville Creek,US,38.958333,-76.555,2015-10-22T17:02:29+00:00,,,,,,
760,SSC-gino,2138,Ginostra ,IT,38.784029,15.193272,2015-10-22T17:34:46+00:00,GI20,,,,,
761,SSC-girn,"['1911', '2022']",Girne,CY,35.35,33.333333,2015-10-22T17:02:29+00:00,girn,,,,,
762,SSC-gist,1613,Gisborne,NZ,-38.6754097,178.0228774,2015-10-22T17:02:29+00:00,gist,gist,,78,,
763,SSC-glad,"['1480', '825']",Gladstone,AU,-23.853833,151.313667,2015-10-22T17:02:29+00:00,,,,,,
764,SSC-glsv,,Kiev/golosiiv,UA,50.3642,30.4967,2015-10-22T17:02:29+00:00,,,,,681,
765,SSC-gmas,,Guts Maspalomas,ES,27.76370049,-15.63329983,2015-10-22T17:02:29+00:00,,,,,"['2418', '736']",
766,SSC-goag,,Goteborg Agnesberg,SE,57.789722,12.01,2022-01-16T23:21:51+00:00,goag,,,,,
767,SSC-gode,,Ggao (greenbelt),US,39.02170181,-76.82679749,2015-10-22T17:02:29+00:00,,,,,682,
768,SSC-godt,915,"Nuuk, Godthaab",DK,64.16666,-51.73333,2015-10-22T17:02:29+00:00,"['nuk1', 'nuuk']",,225,820,3584,2877
769,SSC-goer,,Goteborg Eriksberg,SE,57.696667,11.908889,2022-01-19T23:35:00+00:00,goer,,,,,
770,SSC-gohe,2041,Goheung,KR,34.481111,127.342778,2015-10-22T17:02:29+00:00,,,,,,
771,SSC-gokc,2015,Gokceada,TR,40.2325,25.893889,2015-10-22T17:02:29+00:00,gokc,,,,,
772,SSC-gokr,,Goteborg Krossholmen,SE,57.691316,11.771246,2022-01-16T23:22:50+00:00,gokr,,,,,
773,SSC-gold,"['1465', '1704', '1722']",Gold Coast Seaway,AU,-27.95,153.416667,2015-10-22T17:02:29+00:00,gcsb,,,,3230,3229
774,SSC-goldf,1827,Gold River,CA,49.683333,-126.116667,2015-10-22T17:02:29+00:00,,,,,,
775,SSC-goldg,,Goldstone Deep Space Tracking Station,US,35.42520142,-116.88899994,2015-10-22T17:02:29+00:00,,,,,683,
776,SSC-golo,729,Golomianyi (Golomianyi Ostrov),RU,79.55,90.616667,2015-10-22T17:02:29+00:00,,,,,,
777,SSC-good,1368,Goods Island,AU,-10.561667,142.151667,2015-10-22T17:02:29+00:00,,,,,,
778,SSC-gote,2133,Goteborg-Ringon,SE,57.716667,11.966667,2015-10-22T17:02:29+00:00,goti,,,,2079,3106
779,SSC-goto,"['1236', '74']",Goteborg Torshamnen,SE,57.684722,11.790556,2015-10-22T17:02:29+00:00,goto,,233,819,2079,"['2328', '2738']"
780,SSC-goug,,Gough Island,ZA,-40.318611,-9.951944,2015-10-22T17:02:29+00:00,goug,goug,,,684,
781,SSC-gptx,"['161', '828']",Galveston Pier,US,29.31,-94.793,2015-10-22T17:02:29+00:00,"['gptx', 'gptx2']","['gptx', 'pptx']",217,"['767', '775']","['1934', '2973', '676']","['2355', '2356']"
782,SSC-gran,1375,Granville Harbour,AU,-41.783333,145.0,2015-10-22T17:02:29+00:00,,,,,,
783,SSC-grand,1662,"Grand Pass, Chandeleur",US,30.126667,-89.221667,2015-10-22T17:02:29+00:00,,,,,,
784,SSC-granr,2050,Granadilla,ES,28.08528,-16.48964,2015-10-22T17:02:29+00:00,,,,,,
785,SSC-gras,,Observatoire De Calern - Oca,FR,43.75469971,6.92059994,2015-10-22T17:02:29+00:00,,,,,685,
786,SSC-greg,,Gregorio,CL,-52.648336,-70.208014,2015-10-22T17:02:29+00:00,"['greg', 'greg2']",greg,,,,
787,SSC-grey,993,Greymouth,NZ,-42.45,171.2,2015-10-22T17:02:29+00:00,,,,,,
788,SSC-grin,877,Grindavik,IS,63.833333,-22.433333,2015-10-22T17:02:29+00:00,,,,,,
789,SSC-gron,77,Gronskar,SE,59.283333,19.033333,2015-10-22T17:02:29+00:00,,,,,,
790,SSC-gronx,387,Grondines,CA,46.583333,-72.033333,2015-10-22T17:02:29+00:00,,,,,,
791,SSC-groo,"['1160', '1177']",Groote Eylandt,AU,-13.86,136.4158,2015-10-22T17:02:29+00:00,groo,groo,,145,,
792,SSC-gros,1572,Gros Cacouna,CA,47.933333,-69.516667,2015-10-22T17:02:29+00:00,,,,,,
793,SSC-gtdpr,,Guayanilla,PR,18.005219,-66.766697,2021-06-15T20:23:45+00:00,gtdpr,gypr,,,,
794,SSC-guam,540,Guam ,US,13.438,144.652,2015-10-22T17:02:29+00:00,"['guam', 'guam2']",guam,149,53,687,"['2371', '3107']"
795,SSC-guan,"['1890', '418']",Guantanamo Bay,CU,19.9,-75.15,2015-10-22T17:02:29+00:00,,,,251,,
796,SSC-guao,,Urumqi,CN,43.59000015,87.62999725,2015-10-22T17:02:29+00:00,,,,,688,
797,SSC-guat,,Guat,GT,14.59039722,-90.52019722,2015-10-22T17:02:29+00:00,,,,,2419,
798,SSC-guay,693,Guaymas,MX,27.93333,-110.9,2015-10-22T17:02:29+00:00,,,,397,,
799,SSC-guir,1053,Guiria,VE,10.566667,-62.283333,2015-10-22T17:02:29+00:00,,,,,,
800,SSC-guns,1527,Gunsan (Outer Port),KR,35.975556,126.563333,2015-10-22T17:02:29+00:00,,,,,,
801,SSC-gure,2146,Gureopdo,KR,37.194444,125.995278,2015-10-22T17:02:29+00:00,,,,,,
802,SSC-gvds,,Gavdos,GR,34.847986,24.119778,2015-10-22T17:34:03+00:00,gvd9,gvd9,,,"['2024', '2277', '2278']",2276
803,SSC-gwda,1999,Gwadar,PK,25.112194,62.339378,2016-05-26T07:16:25+00:00,gwda,gwda,295,,,2894
804,SSC-hach,"['1266', '460']",Hachinohe,JP,40.53333,141.53333,2015-10-22T17:02:29+00:00,,,,375,,
805,SSC-hade,1797,Hadera,IL,32.47053,34.863057,2015-10-22T17:02:29+00:00,"['hade', 'hade2']",,80,,2022,2163
806,SSC-hafu,,Hafun ,SO,10.45,51.25,2015-10-22T17:02:29+00:00,,,6,,,2792
807,SSC-hagi,1306,Hagi,JP,34.433333,131.416667,2015-10-22T17:02:29+00:00,,,,,,
808,SSC-haif,"['2221', '798']",Haifa,IL,32.816667,35.0,2015-10-22T17:02:29+00:00,haif,haif,,,2619,2618
809,SSC-haik,1428,Haikou,CN,20.017,110.283,2021-12-10T14:25:43+00:00,,,,638,,
810,SSC-hain,,Haing Gyi Kyun,MM,16.0004,94.3176,2015-10-22T17:02:29+00:00,hain,,,,,
811,SSC-haka,1094,Hakata,JP,33.618889,130.407778,2015-10-22T17:02:29+00:00,,,,,,
812,SSC-hako,"['671', '813']",Hakodate,JP,41.78,140.72,2021-12-10T13:55:50+00:00,hako,hako,88,364,799,"['2312', '2755']"
813,SSC-hald,1270,Haldia,IN,22.033333,88.1,2015-10-22T17:02:29+00:00,,,,,,
814,SSC-hali,96,Halifax,CA,44.67,-63.58,2015-10-22T17:02:29+00:00,hali,,222,275,692,2245
815,SSC-halm,,Halmstad,SE,56.649722,12.8425,2022-01-16T23:23:56+00:00,halm,,,,,
816,SSC-hamb,,Hambantota,LK,6.124,81.1275,2015-10-22T17:02:29+00:00,hamb,,,,,
817,SSC-hami,315,Hamina,FI,60.562767,27.1792,2015-10-22T17:02:29+00:00,,,,,2587,2586
818,SSC-hamm,758,Hammerfest,NO,70.664641,23.683227,2015-10-22T17:02:29+00:00,,,,,,
819,SSC-hammq,1417,Hammerhavn,DK,55.283333,14.766667,2015-10-22T17:02:29+00:00,,,,,,
820,SSC-hana,"['139', '1442']",Hanasaki,JP,43.28,145.57,2015-10-22T17:02:29+00:00,hana,hana,,,,
821,SSC-hanc,,Hatteras,US,35.2083,-75.7033,2015-10-22T17:02:29+00:00,,hanc,,,,
822,SSC-hani,"['1779', '2184']",Hanimadhoo,MV,6.7667,73.1667,2015-10-22T17:02:29+00:00,hani,hani,,117,,
823,SSC-hank,71,Hanko / Hango,FI,59.822867,22.976583,2015-10-22T17:02:29+00:00,,,,,,
824,SSC-hans,703,Hanstholm,DK,57.118889,8.595556,2015-10-22T17:02:29+00:00,,,,,,
825,SSC-haor,,Hammond,US,46.2045,-123.951,2015-10-22T17:02:29+00:00,,haor,,,,
826,SSC-harb,,Hartebeesthoek,ZA,-25.890106,27.686981,2015-10-22T17:02:29+00:00,,,,,"['689', '699']",
827,SSC-hari,1837,Haringvliet,NL,51.863056,3.860833,2015-10-22T17:02:29+00:00,,,,,,
828,SSC-harl,25,Harlingen,NL,53.175556,5.409444,2015-10-22T17:02:29+00:00,harl,,,,,
829,SSC-harr,176,Harrington Harbour,CA,50.5,-59.483333,2015-10-22T17:02:29+00:00,,,,,,
830,SSC-hars,681,Harstad,NO,68.801261,16.548236,2015-10-22T17:02:29+00:00,,,,,,
831,SSC-harv,2124,Harvest Oil P.,US,34.46666,-120.66666,2015-10-22T17:02:29+00:00,harv,,,594,690,2358
832,SSC-harw,"['214', '742']",Harwich,GB,51.95,1.29,2015-10-22T17:02:29+00:00,harw,,,,,
833,SSC-hasp,,Hastings Pier,GB,50.8508833,0.57285,2022-01-16T23:24:32+00:00,hasp,,,,,
834,SSC-hats,2205,Hatsushima,JP,35.042778,139.168889,2015-10-22T17:02:29+00:00,,,,,,
835,SSC-haug,1970,Haugesund,NO,59.416667,5.183333,2015-10-22T17:02:29+00:00,,,,,,
836,SSC-hayp,"['1246', '1256']",Hay Point,AU,-21.283333,149.3,2015-10-22T17:02:29+00:00,,,,,,
837,SSC-hbay,,Herne Bay,GB,51.38211,1.11521,2015-10-22T17:02:29+00:00,hbay,,,,,
838,SSC-hear,550,Heard Island,HM,-53.016667,73.383333,2015-10-22T17:02:29+00:00,,,,,,
839,SSC-hebo,,Helsingborg,SE,56.044722,12.687222,2022-01-16T23:30:46+00:00,hels,,,,,
