,ssc_id,psmsl,name,country,geo:lat,geo:lon,dcterms:modified,ioc,ptwc,gloss,uhslc,sonel_gps,sonel_tg
1871,SSC-ross,1760,Rosslyn Bay,AU,-23.161,150.7902,2015-10-22T17:02:29+00:00,ross,ross,,330,2980,2979
1872,SSC-rosy,1074,Rosyth,GB,56.016667,-3.45,2015-10-22T17:02:29+00:00,,,,,,
1873,SSC-rote,,Rote,ID,-10.708,123.0597,2015-10-22T17:02:29+00:00,rote,rote,,,2961,2963
1874,SSC-roth,1931,Rothera,GB,-67.56666,-68.13333,2015-10-22T17:02:29+00:00,rothe,roth,342,832,2007,1991
1875,SSC-rous,,Ile Rousse,FR,42.635556,8.938056,2015-10-22T17:02:29+00:00,"['rous', 'rous2']",,,,,3175
1876,SSC-rovi,761,Rovinj,HR,45.0833,13.6283,2015-10-22T17:02:29+00:00,,,,,2600,2599
1877,SSC-roya,,Royan,FR,45.620576,-1.027811,2015-10-22T17:02:29+00:00,,,,,3537,3162
1878,SSC-rpde,786,Reedy Point,US,39.5583,-75.5733,2015-10-22T17:02:29+00:00,,rpde,,,2033,2387
1879,SSC-rpfg,,Research Platform Fino-3,DE,55.1950305,7.1581598,2015-10-22T17:29:50+00:00,,,,,2528,
1880,SSC-rptx,538,Rockport,US,28.0216,-97.0466,2015-10-22T17:02:29+00:00,rptx,rptx,,769,3516,3515
1881,SSC-rtas,,Roatan Island Punta Gorda Harbor,HN,16.34552,-86.54037,2015-10-22T17:02:29+00:00,rtas,rtas,,,,
1882,SSC-rudn,452,Rudnaya Pristan,RU,44.35,135.8,2015-10-22T17:02:29+00:00,rudn,rudn,,,,
1883,SSC-ruru,907,Rurutu,PF,-22.45,-151.333333,2015-10-22T17:02:29+00:00,,,,,,
1884,SSC-russ,"['710', '711']",Russkaya Gavan,RU,76.23333,62.58333,2015-10-22T17:02:29+00:00,,,99,,,2835
1885,SSC-russc,655,Russkii (Russkii Ostrov),RU,77.166667,96.433333,2015-10-22T17:02:29+00:00,,,,,,
1886,SSC-russy,28,Russaro,FI,59.766667,22.95,2015-10-22T17:02:29+00:00,,,,,,
1887,SSC-rust,1330,Rustico,CA,46.466667,-63.283333,2015-10-22T17:02:29+00:00,,,,,,
1888,SSC-sa3t,,"Sonora, Puerto Penasco",MX,31.306291,-113.551813,2015-10-22T17:02:29+00:00,,,,,2289,2290
1889,SSC-saba,2195,Sabang,ID,5.8333,95.3333,2015-10-22T17:02:29+00:00,"['sab2', 'saba']","['sab2', 'saba']",347,123,,2904
1890,SSC-sach,1310,Sachs Harbour,CA,71.966667,-125.25,2015-10-22T17:02:29+00:00,,,,,,
1891,SSC-sade,,Sadeng,ID,-8.190194444,110.7979833,2015-10-22T17:02:29+00:00,"['sade', 'sadp']",sadp,,417,2943,2942
1892,SSC-sado,,Sado,JP,38.32,138.52,2015-10-22T17:02:29+00:00,sado,sado,,,,
1893,SSC-safa,1515,Safaniya Pier,SA,28.0,48.766667,2015-10-22T17:02:29+00:00,,,,,,
1894,SSC-safai,1684,Safaniyah 312/317,SA,28.4,48.9,2015-10-22T17:02:29+00:00,,,,,,
1895,SSC-saga,,Sao Gabriel Da Cachoeira,BR,-0.14385386,-67.0577811,2015-10-22T17:02:29+00:00,,,,,3083,
1896,SSC-sagr,,Sagres,PT,37.01036,-8.928234,2015-10-22T17:02:29+00:00,sagr,sagr,,,,
1897,SSC-sagu,2059,Sagunto,ES,39.633889,-0.206111,2015-10-22T17:02:29+00:00,sagu,,,,,
1898,SSC-sagy,1019,Sagyllah-ary,RU,73.15,128.883333,2015-10-22T17:02:29+00:00,,,,,,
1899,SSC-said,,Saidia Marina,MA,35.1119,-2.2929,2016-05-01T21:19:09+00:00,said,said,,,,
1900,SSC-saig,1095,Saigo,JP,36.2,133.33,2015-10-22T17:02:29+00:00,saig,saig,,,,
1901,SSC-sain,457,Saint-Nazaire,FR,47.26,-2.2,2015-10-22T17:02:29+00:00,"['sain', 'sain2']",,,,3424,1846
1902,SSC-sainl,195,"Saint John, N.B.",CA,45.266667,-66.066667,2015-10-22T17:02:29+00:00,,,,,,
1903,SSC-sainw,2246,Saint Pierre et Miquelon,PM,46.778833,-56.168306,2022-09-13T19:25:33+00:00,spmi,,,,3408,3166
1904,SSC-saip,1474,Saipan,US,15.2266,145.7416,2015-10-22T17:02:29+00:00,saip,saip,118,28,1873,2145
1905,SSC-saka,811,Sakai,JP,35.547778,133.243056,2015-10-22T17:02:29+00:00,,,,,,
1906,SSC-sala,1754,Salalah,OM,16.935,54.0067,2015-10-22T17:02:29+00:00,sala,sala,4,114,,2791
1907,SSC-salaa,343,Salacgriva (Salismunde),LV,57.75,24.366667,2015-10-22T17:02:29+00:00,,,,,,
1908,SSC-sald,"['1348', '1427']",Saldahna Bay,ZA,-33.16666,17.95,2015-10-22T17:02:29+00:00,,,,703,,
1909,SSC-salg,228,Salgrund,FI,62.333333,21.2,2015-10-22T17:02:29+00:00,,,,,,
1910,SSC-sali,689,Salina Cruz,MX,16.168436,-95.196842,2015-10-22T17:02:29+00:00,"['sali', 'sali2']",sali,,394,"['2287', '3546']",2288
1911,SSC-salim,589,Salinopolis,BR,-0.65,-47.383333,2015-10-22T17:02:29+00:00,,,,,,
1912,SSC-salrn,2086,Salerno,IT,40.676641666667,14.750838888889,2015-10-22T17:32:02+00:00,SA16,,,,,
1913,SSC-salv,578,Salvador ,BR,-12.967333,-38.516667,2015-10-22T17:02:29+00:00,"['salv', 'salv2']",salv,334,708,"['2034', '2657', '3084']",2345
1914,SSC-sama,,Santa Marta,CO,11.235156,-74.221572,2015-10-22T17:02:29+00:00,sama,sama,,738,3071,
1915,SSC-samo,1941,Samos Island - Vathi,GR,37.755156,26.976458,2015-10-22T17:02:29+00:00,,,,,,
1916,SSC-sams,989,Samsun,TR,41.283333,36.333333,2015-10-22T17:02:29+00:00,sams,,,,,
1917,SSC-sana,2116,San Andres,CO,12.569489,-81.701492,2015-10-22T17:02:29+00:00,sana,sana,,737,,
1918,SSC-sanak,178,San Antonio,AR,-40.8,-64.866667,2015-10-22T17:02:29+00:00,,,,,,
1919,SSC-sanb,2126,"Santa Barbara, California",US,34.408,-119.685,2015-10-22T17:02:29+00:00,sanb,sanb,,577,3323,3322
1920,SSC-sanc,1221,San Carlos,MX,24.78333,-112.11666,2015-10-22T17:02:29+00:00,,,,674,,
1921,SSC-sancc,927,San Cristobal,EC,-0.9,-89.616667,2015-10-22T17:02:29+00:00,,,,,,
1922,SSC-sancq,883,San Clemente Island,US,33.0,-118.55,2015-10-22T17:02:29+00:00,,,,,,
1923,SSC-sancs,903,San Clemente,AR,-36.3,-56.766667,2015-10-22T17:02:29+00:00,,,,,,
1924,SSC-sand,158,San Diego,US,32.713,-117.173,2015-10-22T17:02:29+00:00,sand,sand,,569,"['1889', '1890']",2149
1925,SSC-sanda,1834,Sandakan,MY,5.81666,118.06666,2015-10-22T17:02:29+00:00,,,,389,2648,2647
1926,SSC-sandm,775,"Sandwich Marina, Cape Cod Canal Entrance",US,41.766667,-70.5,2015-10-22T17:02:29+00:00,,,,,,
1927,SSC-sandu,1137,Sandnessjoen,NO,66.016667,12.633333,2015-10-22T17:02:29+00:00,,,,,,
1928,SSC-sanf,1751,San Felix,CL,-26.258,-80.124,2015-10-22T17:02:29+00:00,"['sanf', 'sanf3']",sanf,177,35,,2857
1929,SSC-sanfe,1559,San Felipe,MX,31.16666,-114.81666,2015-10-22T17:02:29+00:00,,,,307,,
1930,SSC-sanfw,548,"San Fernando, La Union",PH,16.616667,120.3,2015-10-22T17:02:29+00:00,,,,,,
1931,SSC-sanj,1001,San Juan,US,18.4617,-66.1167,2015-10-22T17:02:29+00:00,"['sanj', 'sanj2']",sanj,206,245,"['1900', '2662', '3406']",2098
1932,SSC-sanjo,"['1983', '777', '973']",San Jose,GT,13.91666,-90.83333,2015-10-22T17:02:29+00:00,,,,675,,
1933,SSC-sanjs,1711,San Jose,PH,12.333333,121.083333,2015-10-22T17:02:29+00:00,,,,,,
1934,SSC-sanju,"['2187', '923']",San Juan,PE,-15.36666,-75.2,2015-10-22T17:02:29+00:00,,,,96,,
1935,SSC-sanm,377,Santa Monica,US,34.008,-118.5,2015-10-22T17:02:29+00:00,sanm,sanm,,578,2700,2699
1936,SSC-sanma,,San Martin,AR,-68.13333,-67.1,2015-10-22T17:02:29+00:00,,,,681,,
1937,SSC-sanmo,1663,San Mateo,US,37.583333,-122.25,2015-10-22T17:02:29+00:00,,,,,,
1938,SSC-sann,602,Sannikova (Sannikova Proliv),RU,74.666667,138.9,2015-10-22T17:02:29+00:00,,,,,,
1939,SSC-sano,,San_Antonio,CL,-33.581625,-71.618188,2015-10-22T17:02:29+00:00,"['sano', 'sano2']",sano,,,,
1940,SSC-sanq,1457,San Quintin,MX,30.48333,-115.98333,2015-10-22T17:02:29+00:00,,,,308,,
1941,SSC-sant,1472,Santa Cruz,EC,-0.752,-90.307,2015-10-22T17:02:29+00:00,sant,sant,,30,"['677', '679']","['1996', '2776']"
1942,SSC-santf,"['2171', '843']",Santa Cruz del Flores ,PT,39.2728,-31.0745,2015-10-22T17:02:29+00:00,,,244,"['210', '213']",2924,2880
1943,SSC-santg,,Santiago,CL,-33.15029907,-70.66860199,2015-10-22T17:02:29+00:00,,,,,832,
1944,SSC-sants,502,Santos,BR,-23.95,-46.316667,2015-10-22T17:02:29+00:00,,,,,,
1945,SSC-santw,1961,Santa Isabel,GQ,3.733333,8.8,2015-10-22T17:02:29+00:00,,,,,,
1946,SSC-saop,,Porto Alegre,ST,0.016666,6.513333,2015-10-22T17:02:29+00:00,,,,,,3473
1947,SSC-saot,"['1665', '2245']",Sao Tome,ST,0.348333,6.736667,2015-10-22T17:02:29+00:00,saot,,260,225,1932,1864
1948,SSC-sapp,226,Sappi,FI,61.483333,21.333333,2015-10-22T17:02:29+00:00,,,,,,
1949,SSC-sapz,,Sapzurro,CO,8.66027777778,-77.3652777778,2015-10-22T17:02:29+00:00,"['sapz', 'sapz2']",sapz,,,,
1950,SSC-sase,"['1147', '672']",Sasebo,JP,33.166667,129.716667,2015-10-22T17:02:29+00:00,,,,,,
1951,SSC-sass,397,Sassnitz,DE,54.510833,13.643056,2015-10-22T17:02:29+00:00,sass,,,,833,2223
1952,SSC-saum,,Saumlaki,ID,-7.982725,131.2905722,2015-10-22T17:02:29+00:00,saum,saum,,420,,
1953,SSC-sava,1280,Savage Cove,CA,51.333333,-56.7,2015-10-22T17:02:29+00:00,,,,,,
1954,SSC-sbdt,2143,S. Benedetto Del Tronto,IT,42.955122222222,13.889758333333,2015-10-22T17:32:20+00:00,SB36,,,,3446,3445
1955,SSC-sbea,1196,South Beach,US,44.625,-124.043,2015-10-22T17:02:29+00:00,"['sbea', 'sbea2']",sbea,157,592,"['3524', '754']",2362
1956,SSC-sbla,,Shell Beach,US,29.8667,-89.6717,2015-10-22T17:02:29+00:00,,sbla,,,,
1957,SSC-scar,1979,Scarborough,TT,11.1667,-60.7333,2015-10-22T17:02:29+00:00,scar,scar,,,,
1958,SSC-scarl,946,Scarborough,GB,54.283333,-0.383333,2015-10-22T17:02:29+00:00,,,,,,
1959,SSC-sche,,Scheveningen,NL,52.0989322615,4.2631733323,2022-01-22T10:28:26+00:00,sche,,,,,
1960,SSC-schf,,Schefferville,CA,54.83209991,-66.83260345,2015-10-22T17:19:47+00:00,,,,,834,
1961,SSC-scia,"['2047', '2224']",Sciacca,IT,37.504541666667,13.076455555556,2015-10-22T17:29:31+00:00,SC43,,,,,
1962,SSC-scoa,469,St Jean De Luz (Socoa),FR,43.3952,-1.68162,2015-10-22T17:02:29+00:00,"['scoa', 'scoa2']",,,,835,1836
1963,SSC-scor,2168,Ittoqqortoormiit,DK,70.4838,-21.962,2015-10-22T17:02:29+00:00,scor,,315,809,1926,2341
1964,SSC-scot,2029,Scott Base,NZ,-77.85,166.767,2021-12-10T16:07:28+00:00,,,134,663,740,2103
1965,SSC-scrz,,Santa Cruz De La Sierra,BO,-17.79679166,-63.15967391,2015-10-22T17:02:29+00:00,,,,,3089,
1966,SSC-scub,,Santiago de Cuba,CU,20.01210022,-75.76229858,2015-10-22T17:02:29+00:00,,,,,836,
1967,SSC-sdom,,Santo Domingo/p.San Andres,DO,18.4208,-69.6294,2015-10-22T17:02:29+00:00,sdom,sdrd,,,,
1968,SSC-sdpr,,Sandown Pier,GB,50.65111,-1.15316,2015-10-22T17:02:29+00:00,sdpr,,,,,
1969,SSC-sdpt,1634,"Sand Point, Popof Island",US,55.3367,-160.5017,2015-10-22T17:02:29+00:00,"['sdpt', 'sdpt2']",sdpt,100,574,2669,2668
1970,SSC-seav,288,Seavey Island,US,43.08,-70.741667,2015-10-22T17:02:29+00:00,,,,,"['1892', '2967']",2380
1971,SSC-sebe,,Sebesi Island,ID,-5.936047,105.512106,2019-02-25T16:56:05+00:00,sebe,sebe,,,,
1972,SSC-sebla,,Seblat,ID,-3.224167,101.5994,2015-10-22T17:02:29+00:00,sebla,sebl,,,2937,2936
1973,SSC-seco,443,Second Valley,AU,-35.516667,138.166667,2015-10-22T17:02:29+00:00,,,,,,
1974,SSC-sedi,1702,Sedili,MY,1.93333,104.11666,2015-10-22T17:02:29+00:00,,,,324,,
1975,SSC-seji,1893,Sejingkat,MY,1.582778,110.422222,2015-10-22T17:02:29+00:00,,,,,3204,2637
1976,SSC-sela,1200,Se-laha,RU,70.15,72.566667,2015-10-22T17:02:29+00:00,,,,,,
1977,SSC-seld,1070,Seldovia,US,59.437,-151.717,2015-10-22T17:02:29+00:00,seld,seld,,561,893,2365
1978,SSC-sele,,Selezaschita,KZ,43.1791,77.0168,2015-10-22T17:02:29+00:00,,,,,2456,
1979,SSC-sema,281,Semarang,ID,-6.9479,110.42012,2015-10-22T17:02:29+00:00,sema,sema,,,,
1980,SSC-semb,279,Sembilangan,ID,-7.1,112.7,2015-10-22T17:02:29+00:00,,,,,,
1981,SSC-seog,1627,Seogwipo,KR,33.24,126.561667,2015-10-22T17:02:29+00:00,,,,,2922,2921
1982,SSC-seon,1937,Seongsanpo,KR,33.474722,126.927778,2015-10-22T17:02:29+00:00,,,,,,
1983,SSC-sept,1322,Sept-iles,CA,50.2,-66.4,2015-10-22T17:02:29+00:00,,,,,,
1984,SSC-sete,958,Sète,FR,43.3976,3.69911,2015-10-22T17:02:29+00:00,"['sete', 'sete2']",sete,,,1905,1847
1985,SSC-setu,1425,Setubal,PT,38.49,-8.93,2015-10-22T17:02:29+00:00,setu,setu,,,,
1986,SSC-seva,42,Sevastopol,UA,44.616667,33.533333,2015-10-22T17:02:29+00:00,,,,,,
1987,SSC-seve,,Severo Kurilsk,RU,50.678,156.1388,2015-10-22T17:02:29+00:00,"['seve', 'seve2']",seve,,,,
1988,SSC-sevl,,Sevilla,ES,37.31849,-6.00772,2015-10-22T17:19:53+00:00,sev2,,,,,
1989,SSC-sewa,266,Seward,US,60.119,-149.427,2015-10-22T17:02:29+00:00,"['sewa', 'sewa2']",sewa,150,560,,2850
1990,SSC-shah,1870,Shahid Rajaee,IR,27.1,56.066667,2015-10-22T17:02:29+00:00,,,,,,
1991,SSC-shal,603,Shalaurova (Shalaurova Mys),RU,73.183333,143.233333,2015-10-22T17:02:29+00:00,,,,,,
1992,SSC-shan,1406,Shanwei,CN,22.75,115.35,2015-10-22T17:02:29+00:00,,,,641,,
1993,SSC-shanz,1959,Shanghai,CN,31.4,121.5,2015-10-22T17:02:29+00:00,,,,,,
1994,SSC-shao,,"Shanghai, Sheshan Station",CN,31.09959984,121.19999695,2015-10-22T17:02:29+00:00,,,,,840,
1995,SSC-shbt,,Sahabat,MY,5.075556,119.0775,2018-08-30T07:15:59+00:00,ms006,laha,,,,
1996,SSC-shed,"['1309', '1326']",Shediac Bay,CA,46.25,-64.533333,2015-10-22T17:02:29+00:00,,,,,1927,"['2125', '2770']"
1997,SSC-shee,"['3', '334']",Sheerness,GB,51.45,0.74,2015-10-22T17:02:29+00:00,shee,,,,"['3263', '841']","['2187', '2748', '3262']"
1998,SSC-shek,1902,Shek Pik,HK,22.220278,113.894444,2015-10-22T17:02:29+00:00,shek,shek,,,"['2090', '3570']",2452
1999,SSC-shel,1670,"Shell Point, Walker Creek",US,30.06,-84.29,2015-10-22T17:02:29+00:00,,,,,,
2000,SSC-shen,,Shenzhen,CN,22.47,113.88,2015-10-22T17:02:29+00:00,shen,shen,,,,
2001,SSC-shij,1404,Shijiusuo,CN,35.38333,119.55,2015-10-22T17:02:29+00:00,,,,642,,
2002,SSC-shim,"['1830', '783', '845']",Shimonoseki,JP,33.966667,130.95,2015-10-22T17:02:29+00:00,,,,,,
2003,SSC-shime,808,Shimizu-minato,JP,35.011667,138.5175,2015-10-22T17:02:29+00:00,,,,,,
2004,SSC-shimq,1145,Shimotsu,JP,34.1,135.15,2015-10-22T17:02:29+00:00,,,,,,
2005,SSC-shir,1150,Shirahama,JP,33.683611,135.375278,2015-10-22T17:02:29+00:00,,,,,,
2006,SSC-shnj,366,Sandy Hook,US,40.47,-74.01,2015-10-22T17:02:29+00:00,shnj,shnj,,,"['1895', '1896']",2382
2007,SSC-shor,,St Hellen,US,45.865,-122.7967,2015-10-22T17:02:29+00:00,,shor,,,,
2008,SSC-shorq,1008,Shoreham,GB,50.833333,-0.25,2015-10-22T17:02:29+00:00,,,,,,
2009,SSC-shut,"['1569', '1575']",Shute Harbour,AU,-20.283333,148.783333,2015-10-22T17:02:29+00:00,,,,,,
2010,SSC-sian,,Sian Ka'an,MX,19.3126667,-87.4463333,2016-10-17T07:50:32+00:00,"['sian', 'sian2']",sian,,,,
2011,SSC-siba,952,Sibaura,JP,35.633333,139.75,2015-10-22T17:02:29+00:00,,,,,,
2012,SSC-sibo,"['1752', '356']",Sibolga,ID,1.7333,98.8,2015-10-22T17:02:29+00:00,"['sib2', 'sibo']","['sib2', 'sibo']",,122,,
2013,SSC-sibon,"['1162', '534']",Siboney,CU,23.1,-82.46666,2015-10-22T17:02:29+00:00,,,215,239,,2875
2014,SSC-sidi,1952,Sidi Ifni,MA,29.366667,-10.2,2015-10-22T17:02:29+00:00,,,,,,
2015,SSC-siga,,St Simons Island,US,31.13,-81.4,2015-10-22T17:02:29+00:00,siga,siga,,,,
2016,SSC-sign,,Signy,GB,-60.7,-45.6,2015-10-22T17:02:29+00:00,,,306,,,
2017,SSC-sile,2016,Sile,TR,41.179881,29.611667,2015-10-22T17:02:29+00:00,sile,,,,,
2018,SSC-simd,412,Solomon's Island,US,38.3166,-76.4516,2015-10-22T17:02:29+00:00,simd,simd,,,"['1951', '845']",2390
2019,SSC-simp,,Simpevarp,SE,57.410278,16.675833,2022-01-22T17:13:54+00:00,simp,,,,,
2020,SSC-simr,2107,Simrishamn,SE,55.5575,14.357778,2015-10-22T17:02:29+00:00,simr,,,,,
2021,SSC-sine,1456,Sines,PT,37.95,-8.883333,2015-10-22T17:02:29+00:00,,,,,,
2022,SSC-sino,2017,Sinop,TR,42.016667,35.15,2015-10-22T17:02:29+00:00,sino,,,,,
2023,SSC-sisa,,Sisal,MX,21.1616667,-90.0483333,2016-12-07T20:03:53+00:00,sisa,,,,,
2024,SSC-sisi,1781,Sisimiut,DK,66.93333,-53.66666,2015-10-22T17:02:29+00:00,,,,296,,
2025,SSC-sitin,826,Simonstown,ZA,-34.18333,18.43333,2015-10-22T17:02:29+00:00,sitin,sitn,268,221,842,2201
2026,SSC-sitk,426,Sitka,US,57.0517,-135.3417,2015-10-22T17:02:29+00:00,"['sitk', 'sitk2']",sitk,154,559,"['2683', '2684']",2682
2027,SSC-sitt,421,Sittwe,MM,20.15,92.9,2015-10-22T17:02:29+00:00,sitt,sitt,37,907,,2805
2028,SSC-sjds,,Puerto San Juan del Sur,NI,11.2511111,-85.875,2015-10-22T17:02:29+00:00,"['psjs', 'sjds']",psds,,,,
2029,SSC-skag,495,Skagway,US,59.45,-135.3267,2015-10-22T17:02:29+00:00,skag,skag,,,2679,2678
2030,SSC-skagk,2102,Skagsudde,SE,63.190556,19.0125,2015-10-22T17:02:29+00:00,skagk,,,,,
2031,SSC-skan,2108,Skanor,SE,55.416667,12.829444,2015-10-22T17:02:29+00:00,skan,,,,2076,2329
2032,SSC-skop,1907,Skopelos,GR,39.123642,23.729475,2015-10-22T17:02:29+00:00,,,,,,
2033,SSC-skur,142,Skuru,FI,60.1,23.55,2015-10-22T17:02:29+00:00,,,,,,
2034,SSC-skwa,,Skamakawa,US,46.2667,-123.4517,2015-10-22T17:02:29+00:00,,skwa,,,,
2035,SSC-slds,,St. Louis du Sud,HT,18.227,-73.618,2022-01-22T10:21:35+00:00,slds,slds,,,,
2036,SSC-slip,98,Slipshavn,DK,55.288333,10.827778,2015-10-22T17:02:29+00:00,,,,,,
2037,SSC-slit,,Slite,SE,57.705833,18.81,2022-01-22T17:14:09+00:00,slit,,,,,
2038,SSC-slor,,San Lorenzo,EC,1.293352,-78.836194,2022-09-28T22:34:40+00:00,slor,,,,,
2039,SSC-slsb,,Salisbury,AU,-34.729,138.64734444,2015-10-22T17:22:11+00:00,,,,,2484,
2040,SSC-smag,,Sanchez Magallanes,MX,18.2968333,-93.8545,2018-01-26T09:55:00+00:00,"['smag', 'smag2']",smag,,,,
2041,SSC-smar,,Sainte Marie,FR,-20.896944,55.549167,2015-10-22T17:02:29+00:00,"['smar', 'smar2']",smar,,,,
2042,SSC-smog,"['179', '97']",Smogen,SE,58.353611,11.217778,2015-10-22T17:02:29+00:00,smog,,,818,2080,"['2326', '2741']"
2043,SSC-smrn,,Stromoren,SE,65.549722,22.238333,2022-01-22T17:16:45+00:00,stro,,,,,
2044,SSC-smus,358,S. Musang Kecil,ID,-3.5,114.5,2015-10-22T17:02:29+00:00,,,,,,
2045,SSC-sobr,,Sobra,HR,42.793,17.62,2022-01-22T10:23:42+00:00,sobr,,,,,
2046,SSC-soca,,South Caicos,GB,21.48333,-71.53333,2015-10-22T17:02:29+00:00,,,296,720,,
2047,SSC-soco,"['1821', '931']",Socorro Is.,MX,18.73333,-111.01666,2015-10-22T17:02:29+00:00,,soco,162,90,,1988
2048,SSC-sode,29,Soderskar,FI,60.116667,25.416667,2015-10-22T17:02:29+00:00,,,,,,
2049,SSC-sokc,1365,Sokcho,KR,38.207222,128.594167,2015-10-22T17:02:29+00:00,,,,,2916,2915
2050,SSC-sokh,291,Sokhumi,GE,42.983333,41.016667,2015-10-22T17:02:29+00:00,,,,,,
2051,SSC-sole,2208,Solenzara,FR,41.8358,9.3738,2015-10-22T17:02:29+00:00,"['sole', 'sole2']",,,,3210,3177
2052,SSC-soln,656,Solnechnaia (Solnechnaia Bukhta),RU,78.2,103.266667,2015-10-22T17:02:29+00:00,,,,,,
2053,SSC-solo,"['1373', '1667', '1861', '885']",Honiara,SB,-9.4289,159.9555,2015-10-22T17:02:29+00:00,solo,"['honb', 'honi']",66,9,2054,"['2133', '2772']"
2054,SSC-soma,1345,Soma,JP,37.830833,140.962222,2015-10-22T17:02:29+00:00,,,,,777,2128
2055,SSC-sona,2037,Port Sonara,CM,4.005786,9.125922,2015-10-22T17:02:29+00:00,sona,sona,350,816,,2905
2056,SSC-sook,921,Sooke,CA,48.366667,-123.733333,2015-10-22T17:02:29+00:00,,,,,,
2057,SSC-sopa,1511,South Pass,US,28.98333,-89.13333,2015-10-22T17:02:29+00:00,,,,764,,
2058,SSC-sopo,780,Sopot,PL,54.45,18.583333,2015-10-22T17:02:29+00:00,,,,,,
2059,SSC-sopol,917,Sopochnaia Karga,RU,71.866667,82.7,2015-10-22T17:02:29+00:00,,,,,,
2060,SSC-soro,,Sorong,ID,-0.88333,131.25,2015-10-22T17:02:29+00:00,,,67,,,
2061,SSC-sosu,,Sosunovo,RU,46.53,138.33,2015-10-22T17:02:29+00:00,sosu,sosu,,,,
2062,SSC-soud,"['1232', '2067']",Soudhas,GR,35.487453,24.082481,2015-10-22T17:02:29+00:00,,,,,2081,2443
2063,SSC-souf,,Soufriere,LC,13.8535,-61.0596,2022-01-22T10:33:59+00:00,stlu3,,,,,
2064,SSC-sout,263,Southampton,GB,50.9,-1.383333,2015-10-22T17:02:29+00:00,,,,,,
2065,SSC-soutj,1431,Southport,US,33.915,-78.018333,2015-10-22T17:02:29+00:00,,,,,,
2066,SSC-soutu,1651,"South Island Plantation, Winyah Bay",US,33.235,-79.203333,2015-10-22T17:02:29+00:00,,,,,,
2067,SSC-sove,553,Sovetskaja Gavan',RU,48.97,140.29,2015-10-22T17:02:29+00:00,sove,sove,,,,
2068,SSC-spak,,St_Paul_island,US,57.125,-170.285,2015-10-22T17:02:29+00:00,,spak,,,,
2069,SSC-sped,,Isla San Pedro,CL,-47.7167,-74.8833,2015-10-22T17:02:29+00:00,"['sanp', 'sanp3', 'sped']",,,,,
2070,SSC-spen,1414,Spence Bay,CA,69.5,-93.6,2015-10-22T17:02:29+00:00,,,,,,
2071,SSC-spenc,1543,Spencers Island,CA,45.35,-64.716667,2015-10-22T17:02:29+00:00,,,,,,
2072,SSC-spfl,520,St. Petersburg,US,27.76,-82.627,2015-10-22T17:02:29+00:00,spfl,spfl,,759,"['3346', '3347']",3343
2073,SSC-spik,,Spikarna,SE,62.363333,17.531111,2022-01-22T17:14:22+00:00,spik,,,,,
2074,SSC-spjy,,Southport_Jetty_AU,AU,-43.4333,146.9748,2022-01-19T23:36:38+00:00,spjy,,,,,
2075,SSC-spli,"['352', '685']",Split - Gradska Luka,HR,43.5067,16.4417,2015-10-22T17:02:29+00:00,,,,,1902,"['2297', '2605']"
2076,SSC-sprg,"['1216', '1220']",Spring Bay,AU,-42.5459,147.9327,2015-10-22T17:02:29+00:00,sprg,sprg,56,335,2058,2116
2077,SSC-sptx,"['1835', '920']",Sabine Pass,US,29.73,-93.87,2015-10-22T17:02:29+00:00,sptx,sptx,,766,,
2078,SSC-spva,299,"Sewells Point, Hampton Roads",US,36.95,-76.33,2015-10-22T17:02:29+00:00,,spva,,,,
2079,SSC-srmp,,Sermip Nuunataa,GL,72.9107,-54.3937,2015-10-22T17:02:29+00:00,,,,,2461,
2080,SSC-sscr,,Second Severn Crossing,GB,51.57012,-2.70001,2015-10-22T17:02:29+00:00,sscr,,,,,
2081,SSC-ssia,,San Salvadore,SV,13.6973,-89.1162,2015-10-22T17:02:29+00:00,,,,,2492,
2082,SSC-stan,"['1082', '1796']",Stanley,GB,-51.75,-57.93333,2015-10-22T17:02:29+00:00,stan,stan,305,290,1870,2162
2083,SSC-stans,1144,Stanley,AU,-40.766667,145.3,2015-10-22T17:02:29+00:00,,,,,,
2084,SSC-star,,Starodubskoe,RU,47.41,142.82,2015-10-22T17:02:29+00:00,star,star,,,,
2085,SSC-stari,,Stari Grad,HR,43.181,16.576,2022-01-22T10:24:03+00:00,stari,,,,,
2086,SSC-stau,,St. Augustine,US,29.85,-81.26666,2015-10-22T17:02:29+00:00,,,,262,,
2087,SSC-stav,47,Stavanger,NO,58.974339,5.730121,2015-10-22T17:02:29+00:00,,,,,846,2265
2088,SSC-stch,1864,St. Charles River Basin,CA,46.816667,-71.2,2015-10-22T17:02:29+00:00,,,,,,
2089,SSC-stcr,,St_Croix,US,17.7419,-64.6922,2015-10-22T17:02:29+00:00,"['stcr', 'stcr2']",stcr,,,,
2090,SSC-stdpr,,Salinas,PR,17.949063,-66.225967,2021-06-15T20:32:12+00:00,stdpr,sapr,,,,
2091,SSC-stdr,"['1051', '1807', '485']",Santander,ES,43.4613,-3.79076,2015-10-22T17:19:40+00:00,san2,,,,646,"['2196', '2401', '2402']"
2092,SSC-stea,1199,Ste-anne-des-monts,CA,49.133333,-66.483333,2015-10-22T17:02:29+00:00,,,,,,
2093,SSC-stel,1331,Stellendam Buiten,NL,51.833333,4.033333,2015-10-22T17:02:29+00:00,,,,,,
